1.000000000000000000e+00,5.240914151072501893e-03,5.127376876771450043e-03,-1.582166194915771498e-02,-3.949165344238281467e-04
2.000000000000000000e+00,5.163581650704145501e-03,5.120262596756219517e-03,2.625823020935058377e-04,9.950876235961913629e-04
3.000000000000000000e+00,5.148798450827598780e-03,5.077087879180907856e-03,3.108739852905273438e-03,9.422719478607177734e-03
4.000000000000000000e+00,4.974099919199943647e-03,4.740705806761979710e-03,3.727029800415038868e-02,7.506250143051147738e-02
5.000000000000000000e+00,4.613141827285290042e-03,4.345479048788547169e-03,1.069532370567321811e-01,1.521920323371887263e-01
6.000000000000000000e+00,4.132925672456622471e-03,3.834780771285295486e-03,1.997593998908996638e-01,2.518774986267089955e-01
7.000000000000000000e+00,3.602124359458684991e-03,3.282282594591379252e-03,3.025942659378051958e-01,3.596909999847411887e-01
8.000000000000000000e+00,3.014903850853443024e-03,2.735101245343685237e-03,4.161560201644897705e-01,4.664581894874572643e-01
9.000000000000000000e+00,2.594662280753255029e-03,2.524683438241481954e-03,4.978699755668640203e-01,5.075114130973815696e-01
1.000000000000000000e+01,2.351770820096135087e-03,2.226469852030277079e-03,5.445075345039367409e-01,5.657061576843261941e-01
1.100000000000000000e+01,2.175858505070209312e-03,2.097526844590902155e-03,5.787181282043456498e-01,5.908626317977905273e-01
1.200000000000000000e+01,2.088030343875288755e-03,2.030880609527230436e-03,5.960151529312134322e-01,6.038682460784912109e-01
1.300000000000000000e+01,1.995943188667297519e-03,1.938521885313093576e-03,6.137730526924133345e-01,6.218892455101012740e-01
1.400000000000000000e+01,1.943660303950309849e-03,1.895730127580463973e-03,6.238825607299804954e-01,6.302322506904601829e-01
1.500000000000000000e+01,1.887280447408556895e-03,1.854418963193893389e-03,6.348310804367065519e-01,6.382883906364440474e-01
1.600000000000000000e+01,1.853085979819297721e-03,1.825769525021314708e-03,6.413905954360962225e-01,6.438798427581786665e-01
1.700000000000000000e+01,1.813200856558978532e-03,1.778403297066688538e-03,6.491420888900756303e-01,6.531175494194030318e-01
1.800000000000000000e+01,1.777303083799779441e-03,1.752059161663055377e-03,6.564536380767822532e-01,6.582559823989868608e-01
1.900000000000000000e+01,1.791592570953071117e-03,1.829994935542345134e-03,6.532739138603210760e-01,6.430443763732910378e-01
